Year,Title,Gross
2005,Robots,262511490
2005,Constantine,230884728
2005,Flightplan,223387299
2005,Kingdom of Heaven,218122627
2005,Fun with Dick and Jane,204681899
2005,The Pacifier,198636868
2005,Wallace & Gromit: The Curse of the Were-Rabbit,192614977
2005,The Longest Yard,191466556
2005,Walk the Line,186797986
2005,Brokeback Mountain,178062759
2005,The 40-Year-Old Virgin,177378645
2005,The Ring Two,163995949
2005,The Island,162949164
2005,The Interpreter,162944923
2005,Memoirs of a Geisha,162242962
2005,Sin City,158733820
2005,Monster-in-Law,155457327
2005,Saw II,147748505
2005,The Exorcism of Emily Rose,145166804
2005,Herbie Fully Loaded,144146816
2005,The Legend of Zorro,142400065
2005,Bewitched,131426169
2005,Munich,130982129
2005,Cheaper by the Dozen 2,130154568
2005,March of the Penguins,127392693
2005,Nanny McPhee,123276807
2005,Hide and Seek,123204920
2005,Pride & Prejudice,121616555
2005,Sahara,119240351
2005,Corpse Bride,118090836
2005,The Dukes of Hazzard,111069515
2005,Hoodwinked!,110013167
2005,Cinderella Man,108539911
2005,The Amityville Horror,107516369
2005,The Brothers Grimm,105316267
2005,The Hitchhiker's Guide to the Galaxy,104478416
2005,Guess Who,103121466
2005,Just Like Heaven,102854431
2005,Miss Congeniality 2: Armed & Fabulous,101393569
2005,Crash,98410061
2005,Are We There Yet?,97918663
2005,Jarhead,97076152
2005,Red Eye,96258201
2005,Be Cool,95763716
2005,The Skeleton Key,93983911
2005,Syriana,93974620
2005,The Family Stone,92884429
2005,Four Brothers,92374674
2005,White Noise,91196419
2005,Racing Stripes,90754475
2005,Transporter 2,89083229
2005,Rumor Has It...,88933562
2005,Sky High,86369815
2005,Match Point,85638656
2005,In Her Shoes,83697473
2005,The Constant Gardener,82466670
2005,Stealth,79268322
2005,Hostage,77608617
2005,Coach Carter,76669554
2005,The King and the Clown,74466867
2005,"Yours, Mine & Ours",72662923
2005,Lord of War,72617068
2005,The Adventures of Sharkboy and Lavagirl 3-D,71992655
2005,xXx: State of the Union,71410636
2005,House of Wax,68766121
2005,Prime,67937494
2005,Boogeyman,67192859
2005,Zathura: A Space Adventure,65079104
2005,Valiant,61746888
2005,A History of Violence,61385065
2005,Son of the Mask,59981548
2005,Must Love Dogs,58231520
2005,Doom,58072119
2005,Derailed,57479076
2005,The Descent,57051053
2005,Elektra,56995646
2005,Kicking & Screaming,56070433
2005,"Good Night, and Good Luck.",54641191
2005,Æon Flux,53321673
2005,Pooh's Heffalump Movie,52858433
2005,Elizabethtown,52164016
2005,Just Friends,50912434
2005,Unleashed,50871113
2005,Diary of a Mad Black Woman,50652203
2005,Fever Pitch,50605163
2005,Capote,49327405
2005,Broken Flowers,47329961
2005,The Wedding Date,47096206
2005,Land of the Dead,47074133
2005,Get Rich or Die Tryin',46563961
2005,The Fog,46201432
2005,Into the Blue,46117696
2005,Deuce Bigalow: European Gigolo,45109561
2005,Dark Water 2005 Re-release,44347079
2005,A Lot Like Love,42886719
2005,Oliver Twist,42580321
2005,The Sisterhood of the Traveling Pants,42013878
2005,Serenity,40445129
2005,The Ringer,40442443
2005,Magnificent Desolation: Walking on the Moon,40339402
2005,Yamato,39287114
2005,Dreamer,38741732
2005,Always: Sunset on Third Street,38573583
2005,The Producers,38075318
2005,Casanova,37691644
2005,Beauty Shop,37245453
2005,Pokémon: Lucario and the Mystery of Mew,37228626
2005,Negotiator: Mashita Masayoshi,36733286
2005,Assault on Precinct 13,35294470
2005,Nana,34671042
2005,Wild Safari - A South African Adventure,34257135
2005,Bad News Bears,34252847
2005,Because of Winn-Dixie,33589427
2005,The Cave,33296457
2005,Marathon,33284089
2005,The Brice Man,33026616
2005,Cry Wolf,32586408
2005,The Suspect: Muroi Shinji,32104229
2005,Marrying the Mafia 2: Enemy-in-Law,31835989
2005,Welcome to Dongmakgol,31787130
2005,Rent,31670620
2005,The New World 2005 Re-release,31510855
2005,Train Man,31090100
2005,The Promise,30925693
2005,Wolf Creek,30762648
2005,Two for the Money,30526509
2005,Cursed,29621722
2005,The Upside of Anger,28237488
2005,Mrs. Henderson Presents,27876417
2005,Ice Princess,27645491
2005,Goal! The Dream Begins,27610873
2005,The Protector,27165581
2005,Doogal,26711924
2005,Typhoon,26179656
2005,9th Company,26146165
2005,Natale a Miami,25643184
2005,The Tiger and the Snow,25460023
2005,North Country,25211175
2005,April Snow,24873159
2005,I Love You in Every Language in the World,23941317
2005,Lady Vengeance,23834149
2005,Russian Dolls,23727301
2005,Hustle & Flow,23563727
2005,Another Public Enemy,23248003
2005,Domino,22944502
2005,The White Massai,22632255
2005,Manual of Love,22079820
2005,Torrente 3: El protector,21762391
2005,Man of the House,21577624
2005,Year One in the North,21360942
2005,The Jacket,21126225
2005,The Devil's Rejects,20901859
2005,A Moment to Remember,20865847
2005,Lorelei,19806585
2005,The Perfect Man,19770475
2005,Mapado,19286223
2005,The Weather Man,19126398
2005,Iznogoud- Caliph Instead of the Caliph,18725588
2005,Detective Conan: Strategy Above the Depths,18723952
2005,Waiting...,18637690
2005,An Unfinished Life,18618284
2005,My Father and My Son,18612999
2005,Keeping Mum,18575768
2005,The Turkish Gambit,18520000
2005,As It Is in Heaven,18318233
2005,The World's Fastest Indian,18297690
2005,Night Watch 2005 Re-release,17939389
2005,Joyeux Noel,17709155
2005,You Are My Sunshine,17650142
2005,Palais royal!,17612135
2005,Roll Bounce,17500866
2005,Rebound,17492014
2005,Stormy Night,17379776
2005,The Matador,17347231
2005,Aegis,16869261
2005,Caché,16197824
2005,The Great Yokai War,15787492
2005,Kiss Kiss Bang Bang,15785148
2005,The Gospel,15778152
2005,Two Sons of Francisco,15508288
2005,The Greatest Game Ever Played,15431177
2005,Transamerica,15151744
2005,"Murder, Take One",14915208
2005,Most Beautiful Week in My Life,14765033
2005,Samurai Commando: Mission 1549,14648713
2005,Blood Rain,14270938
2005,Proof,14189860
2006,Pirates of the Caribbean: Dead Man's Chest,1066179725
2006,The Da Vinci Code,760006945
2006,Ice Age: The Meltdown,660998756
2006,Casino Royale,606000064
2006,Night at the Museum,574480841
2006,Cars,461983149
2006,X-Men: The Last Stand,460435291
2006,Mission: Impossible III,398479497
2006,Superman Returns,391081192
2006,Happy Feet,384335608
2006,Over the Hedge,339795890
2006,The Devil Wears Prada,326710203
2006,The Pursuit of Happyness,307127625
2006,The Departed,291465034
2006,Borat,262552893
2006,Eragon,250425512
2006,Click,240685326
2006,The Holiday,205844805
2006,The Break-Up,205668210
2006,Open Season,200811689
2006,Inside Man,186003591
2006,Poseidon,181674817
2006,Deja Vu,180557550
2006,Flushed Away,178281554
2006,Scary Movie 4,178262620
2006,Blood Diamond,171720398
2006,Saw III,164874275
2006,The Pink Panther,164115897
2006,Miami Vice,163794509
2006,Talladega Nights: The Ballad of Ricky Bobby,163362095
2006,World Trade Center,163247198
2006,The Fast and the Furious: Tokyo Drift,158964610
2006,Rocky Balboa,155929020
2006,Dreamgirls,155430335
2006,Charlotte's Web,148964090
2006,Garfield: A Tail of Two Kitties,143325970
2006,Monster House,141861243
2006,Big Momma's House 2,141522961
2006,Babel,135330182
2006,Perfume: The Story of a Murderer,135039924
2006,V for Vendetta,132511035
2006,"You, Me and Dupree",130628903
2006,Failure to Launch,130224158
2006,The Queen,123384128
2006,Apocalypto,120654337
2006,Eight Below,120455994
2006,The Omen,119974972
2006,Final Destination 3,118890272
2006,Barnyard,116755080
2006,The Lake House,114830111
2006,Step Up,114194847
2006,Underworld: Evolution,111476513
2006,The Santa Clause 3: The Escape Clause,110768122
2006,The Prestige,109676311
2006,Arthur and the Invisibles,107944236
2006,Little Man,104003322
2006,The Wild,102338515
2006,Little Miss Sunshine,101058954
2006,Silent Hill,100605135
2006,The Good Shepherd,100266865
2006,Nacho Libre,99255460
2006,Deep Sea,98230905
2006,The Guardian,94973540
2006,The Host,89431890
2006,The Illusionist,87892388
2006,RV,87528173
2006,The Shaggy Dog,87134280
2006,Date Movie,85749034
2006,Volver,85585177
2006,Jackass Number Two,84645164
2006,French Fried Vacation 3: Friends Forever,84152064
2006,Pan's Labyrinth,83850267
2006,Firewall,82751189
2006,Hostel,81979826
2006,The Sentinel,78810595
2006,Curse of the Golden Flower,78568977
2006,The Lives of Others,77356942
2006,United 93,76700659
2006,Lady in the Water,72785169
2006,The Grudge 2,70711175
2006,Children of Men,70455770
2006,The Hills Have Eyes,70008952
2006,Curious George,69865924
2006,John Tucker Must Die,68844775
2006,Letters from Iwo Jima,68673228
2006,Tales from Earthsea,68625104
2006,Fearless,68072848
2006,When a Stranger Calls,67062123
2006,Take the Lead,66499627
2006,Flags of Our Fathers,65900249
2006,16 Blocks,65664721
2006,The Benchwarmers,64962629
2006,Madea's Family Reunion,63368939
2006,Snakes on a Plane,62022014
2006,My Super Ex-Girlfriend,61108981
2006,Marie Antoinette,60917189
2006,Limit of Love: Umizaru,60369589
2006,Invincible,58480828
2006,She's the Man,57194667
2006,Lucky Number Slevin,56308881
2006,The Ant Bully,55181129
2006,Stranger Than Fiction,53653224
2006,The Texas Chainsaw Massacre: The Beginning,51764406
2006,Doomsday: The Sinking of Japan,51127401
2006,Notes on a Scandal,49814392
2006,An Inconvenient Truth,49782012
2006,The Black Dahlia,49332692
2006,The Last King of Scotland,48618191
2006,Suite Dreams,48090431
2006,Death Note: The Last Name,47917637
2006,Deck the Halls,47232776
2006,The Nativity Story,46432264
2006,We Are Marshall,43545364
2006,Last Holiday,43451846
2006,Glory Road,42938449
2006,Crank,42931041
2006,Man of the Year,42472472
2006,A Good Year,42269923
2006,200 Pounds Beauty,42013016
2006,Gridiron Gang,41480851
2006,Thank You for Smoking,39323027
2006,Scoop,39220946
2006,Tazza: The High Rollers,39212715
2006,The Wicker Man,38805380
2006,Basic Instinct 2,38629478
2006,Accepted,38623262
2006,Employee of the Month,38528984
2006,Day Watch,38411815
2006,Just My Luck,38159905
2006,Camping,37912041
2006,The Covenant,37598767
2006,Miss Potter,35078241
2006,Bambi II,34958637
2006,Love and Honor,33755574
2006,Tell No One,33406992
2006,7 Dwarves: The Forest Is Not Enough,32863752
2006,Dhoom 2,32396427
2006,Stick It,31976848
2006,Deutschland. Ein Sommermärchen,31257991
2006,Ultraviolet,31070211
2006,Doraemon the Movie: Nobita's Dinosaur,30963292
2006,Twosabu ilchae,30622421
2006,Natale a New York,30437121
2006,I Do: How to Get Married and Stay Single,30057369
2006,Pulse,29907685
2006,Death Note,29630359
2006,An American Haunting,29612137
2006,The Valet,29414553
2006,Tristan + Isolde,28047963
2006,Priceless,27949650
2006,Pokémon Ranger and the Temple of the Sea,27638625
2006,Stay Alive,27298695
2006,Clerks II,26984975
2006,The Painted Veil,26910847
2006,Black Book,26768563
2006,Detective Conan: The Private Eyes' Requiem,26251232
2006,A Prairie Home Companion,25978867
2006,You Are So Beautiful,25329576
2006,Tears for You,25300338
2006,Kabhi Alvida Naa Kehna,25229168
2006,School for Scoundrels,23947685
2006,Stormbreaker,23937870
2006,Il mio miglior nemico,23710143
2006,Valley of the Wolves: Iraq,23465471
2006,Captain Alatriste: The Spanish Musketeer,23321954
2006,"OSS 117: Cairo, Nest of Spies",23055884
2006,Aquamarine,22989957
2006,Days of Glory,22963701
2006,The Wind that Shakes the Barley,22899908
2006,The Banquet,22598772
2006,Asterix and the Vikings,22501596
2006,Fanaa,22175908
2006,The Marine,22165608
2006,Unaccompanied Minors,21949234
2006,Flicka,21893591
2006,Rob-B-Hood,21836580
2006,Wolfhound,21573338
2006,Black Christmas,21510851
2006,Waist Deep,21353303
2006,ATL,21170563
2006,Bobby,20704591
2006,Beerfest,20387597
2006,Don,19640129
2006,Movie: Marrying the Mafia 3 - Family Hustle,19606487
2006,Akeelah and the Bee,18948425
2006,See No Evil,18564467
2006,Hanbando,18483140
2006,Bandidas,18381890
2006,Friends with Money,18245244
2006,Krrish,18041250
2006,Lage Raho Munna Bhai,17897527
2006,Flyboys,17834865
2006,Battle of the Warriors,17812601
2006,Memories of Tomorrow,17696020
2006,Grave Decisions,17685834
2006,Orchestra Seats,17574836
2006,Annapolis,17496992
2006,"Paris, I Love You",17471727
2006,Material Girls,16907725
2006,Zhara,16877870
2007,Pirates of the Caribbean: At World's End,960996492
2007,Harry Potter and the Order of the Phoenix,938212738
2007,Spider-Man 3,894983373
2007,Shrek the Third,813367380
2007,Transformers,709709780
2007,Ratatouille,623726085
2007,I Am Legend,585410052
2007,The Simpsons Movie,536414270
2007,National Treasure: Book of Secrets,459242249
2007,300,456068181
2007,The Bourne Ultimatum,444100035
2007,Live Free or Die Hard,388156011
2007,The Golden Compass,372234864
2007,Alvin and the Chipmunks,365352546
2007,Enchanted,340487652
2007,Ocean's Thirteen,311312624
2007,Fantastic Four: Rise of the Silver Surfer,301913131
2007,Bee Movie,293514336
2007,American Gangster,269755430
2007,Rush Hour 3,258097122
2007,Wild Hogs,253625427
2007,Juno,232372681
2007,Mr. Bean's Holiday,232225908
2007,Ghost Rider,228738393
2007,Knocked Up,219922417
2007,Hairspray,203552922
2007,Beowulf,196393745
2007,I Now Pronounce You Chuck & Larry,187134117
2007,Knowing,183658498
2007,The Bucket List,175372502
2007,Evan Almighty,174440724
2007,No Country for Old Men,171627166
2007,Superbad,170812574
2007,Meet the Robinsons,169333034
2007,Norbit,159814490
2007,P.S. I Love You,156835339
2007,Sweeney Todd: The Demon Barber of Fleet Street,153383627
2007,Surf's Up,152005713
2007,The Game Plan,147880543
2007,Resident Evil: Extinction,147717833
2007,Music and Lyrics,145896422
2007,Blades of Glory,145710347
2007,Saw IV,139352633
2007,Bridge to Terabithia,137587063
2007,Stardust,137515140
2007,1408,132963417
2007,Aliens vs. Predator: Requiem,130290885
2007,Atonement,129266061
2007,The Heartbreak Kid,128453183
2007,Charlie Wilson's War,119483446
2007,Disturbia,118114220
2007,Earth,108975160
2007,The Water Horse,103967384
2007,Hitman,101276318
2007,Fred Claus,97838349
2007,TMNT,95797812
2007,Shooter,95696996
2007,Michael Clayton,92991835
2007,No Reservations,92601050
2007,Fracture,92011561
2007,Epic Movie,87238158
2007,The Kingdom,87019158
2007,La Vie En Rose,86274793
2007,Zodiac,84785914
2007,Premonition,84146832
2007,Hannibal Rising,82169884
2007,Rabbit Without Ears,81744033
2007,Hot Fuzz,80577265
2007,Halloween,80460948
2007,The Orphanage,78638987
2007,The Number 23,77677553
2007,Next,77621983
2007,There Will Be Blood,76181545
2007,Hero,76089199
2007,Elizabeth: The Golden Age,75782758
2007,30 Days of Night,75513170
2007,Stomp the Yard,75511123
2007,Dragon Wars: D-War,75108817
2007,The Kite Runner,75011029
2007,Perfect Stranger,73534117
2007,License to Wed,70181325
2007,3:10 to Yuma,70016220
2007,The Brave One,69787394
2007,Because I Said So,69485490
2007,Mr. Magorium's Wonder Emporium,69474661
2007,Dan in Real Life,68471669
2007,"Lust, Caution",67091915
2007,August Rush,66122026
2007,Underdog,65270477
2007,Taxi 4,65125001
2007,28 Weeks Later,65048678
2007,Lions for Lambs,64811540
2007,The Reaping,62771059
2007,Good Luck Chuck,59768495
2007,Are We Done Yet?,58388068
2007,The Mist,57470220
2007,Smokin' Aces,57232879
2007,Into the Wild,56674477
2007,Eastern Promises,56106607
2007,Why Did I Get Married?,55862886
2007,The Irony of Fate 2,55639741
2007,We Own the Night,55033767
2007,The Messengers,55010659
2007,Sea Monsters: A Prehistoric Adventure,50652463
2007,This Christmas,49778552
2007,May 18,49282156
2007,Mr. Brooks,48443734
2007,The Nanny Diaries,47817020
2007,Death at a Funeral,46789413
2007,Freedom Writers,43095175
2007,The Warlords,42883181
2007,Pokémon: The Rise of Darkrai,42496749
2007,Always: Sunset on Third Street 2,42304705
2007,Balls of Fury,41739111
2007,Breach,40953935
2007,War,40481352
2007,The Invasion,40170558
2007,Om Shanti Om,39990809
2007,Happily N'Ever After,38085778
2007,The Hills Have Eyes 2,37697773
2007,Natale in crociera,37350000
2007,Becoming Jane,37311672
2007,Monkey Magic,36745063
2007,Sky of Love,36684020
2007,Sicko,36093504
2007,Hostel: Part II,35728183
2007,Vacancy,35442935
2007,The Darjeeling Limited,35078918
2007,Sunshine,34806360
2007,Assembly,34786960
2007,Gone Baby Gone,34612443
2007,Mr. Woodcock,33683200
2007,Run Fatboy Run,33478921
2007,Doraemon the Movie: Nobita's New Great Adventure into the Underworld,32787846
2007,Awake,32730062
2007,88 Minutes,32593385
2007,REC,32511655
2007,Alpha Dog,32351125
2007,Amazing Grace,32120360
2007,Hunting and Gathering,31920899
2007,The Seeker: The Dark Is Rising,31852619
2007,Daddy's Little Girls,31609243
2007,Love in the Time of Cholera,31575877
2007,Welcome,31203567
2007,Pathfinder,30984583
2007,Nancy Drew,30666930
2007,Death Proof,30663961
2007,A Beautiful Wife,30385222
2007,The Great Debaters,30236407
2007,A Tale of Mari and Three Puppies,30183621
2007,Lissi und der wilde Kaiser,29733764
2007,The Fox and the Child,29610210
2007,In the Valley of Elah,29541790
2007,Across the Universe,29367143
2007,St. Trinian's,29067829
2007,Manual of Love 2,27833482
2007,The Last Mimzy,27308918
2007,Dororo,27308865
2007,Shoot 'Em Up,27122238
2007,Rendition,27066382
2007,The Invisible,26810113
2007,Mongol: The Rise of Genghis Khan,26527510
2007,Bratz,26013153
2007,Grindhouse,25422088
2007,The Hitcher,25399945
2007,The Last Legion,25303038
2007,Before the Devil Knows You're Dead,25037657
2007,Georgia Rule,25000167
2007,Guru,24108727
2007,Partner,23968620
2007,Persepolis,22783978
2007,Cassandra's Dream,22686378
2007,Dead Silence,22382047
2007,Reign Over Me,22242388
2007,Waitress,22240529
2007,Crows Zero,22036607
2007,Reno 911!: Miami,22021262
2007,My Blueberry Nights,22007671
2007,Unfair: The Movie,21914005
2007,Like Stars on Earth,21897373
2007,Chak De! India,21505244
2007,Arn: The Knight Templar,21287566
2007,Penelope,21156270
2007,Once,20936722
2007,Le Grand Chef,20794760
2007,Walk Hard: The Dewey Cox Story,20577458
2007,Detective Conan: Jolly Roger in the Deep Azure,20440213
2007,The Namesake,20354321
2007,Evening,20016753
2007,The Diving Bell and the Butterfly,19780116
2007,Two Days in Paris,19776159
2007,Bhool Bhulaiyaa,19073095
2007,A Mighty Heart,19008745
2007,The Wild Guys 4,18873863
2007,Kitaro,18856642
2007,The Counterfeiters,18814713
2007,Ho voglia di te,18594142
2007,Saawariya,18513120
2007,Daddy Day Camp,18197398
2007,Voice of a Murderer,18160598
2008,The Dark Knight,1003845358
2008,Indiana Jones and the Kingdom of the Crystal Skull,786636033
2008,Kung Fu Panda,631744560
2008,Hancock,629443428
2008,Mamma Mia!,610002542
2008,Madagascar: Escape 2 Africa,603900354
2008,Quantum of Solace,589580694
2008,Iron Man,585366247
2008,WALL·E,521311860
2008,The Chronicles of Narnia: Prince Caspian,419665568
2008,Sex and the City,418765321
2008,Twilight,407227433
2008,The Mummy: Tomb of the Dragon Emperor,403449830
2008,Slumdog Millionaire,378410113
2008,Wanted,342463063
2008,The Curious Case of Benjamin Button,335802786
2008,Bolt,309979994
2008,Horton Hears a Who!,298572799
2008,Gran Torino,269958228
2008,"10,000 BC",269784201
2008,The Incredible Hulk,264770996
2008,Marley & Me,255743093
2008,High School Musical 3: Senior Year,252909177
2008,Welcome to the Sticks,245144417
2008,Journey to the Center of the Earth,244232688
2008,The Day the Earth Stood Still,233093859
2008,Get Smart,230685453
2008,Taken,226837760
2008,Jumper,225132113
2008,Yes Man,223241637
2008,What Happens in Vegas,219375562
2008,Bedtime Stories,212874864
2008,Australia,211788739
2008,You Don't Mess with the Zohan,204313400
2008,Ponyo,204171845
2008,Valkyrie,201545517
2008,Tropic Thunder,195703047
2008,Eagle Eye,178767383
2008,Cloverfield,172394180
2008,Seven Pounds,169748929
2008,Hellboy II: The Golden Army,168319243
2008,The Spiderwick Chronicles,164170327
2008,Four Christmases,164112721
2008,Burn After Reading,163728902
2008,The Happening,163403799
2008,27 Dresses,162655351
2008,21,159808370
2008,Vantage Point,152039882
2008,Step Up 2: The Streets,150816700
2008,Beverly Hills Chihuahua,149292488
2008,Asterix at the Olympic Games,131856927
2008,Red Cliff,129708433
2008,The Forbidden Kingdom,128779982
2008,Step Brothers,128107642
2008,Body of Lies,115900897
2008,Saw V,113864059
2008,Changeling,113398237
2008,Rambo,113244290
2008,Fool's Gold,111231041
2008,Transporter 3,108979549
2008,The Reader,108902486
2008,Made of Honor,106407672
2008,Forgetting Sarah Marshall,105833257
2008,Pineapple Express,101624843
2008,Nim's Island,100104565
2008,Vicky Cristina Barcelona,96409830
2008,Speed Racer,93945766
2008,Role Models,92649419
2008,Max Payne,87066930
2008,The Tale of Despereaux,86957280
2008,Meet the Spartans,85897593
2008,Nights in Rodanthe,84375346
2008,The Strangers,82410456
2008,Righteous Kill,78460699
2008,The Other Boleyn Girl,78199679
2008,Mirrors,78094714
2008,Death Race,76014335
2008,Revolutionary Road,75981180
2008,Boys Over Flowers: Final,72243609
2008,Babylon A.D.,72109200
2008,Superhero Movie,71538062
2008,Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,70642966
2008,Departures,70442129
2008,The House Bunny,70439696
2008,The X Files: I Want to Believe,69363381
2008,Star Wars: The Clone Wars,68282844
2008,Street Kings,66476363
2008,Space Chimps,65097693
2008,The Bank Job,64822796
2008,Baby Mama,64444713
2008,Inkheart,62803180
2008,The Eye,58010320
2008,Prom Night,57197876
2008,"Definitely, Maybe",55990299
2008,Suspect X,54846110
2008,Milk,54589558
2008,Untraceable,52933513
2008,Doubt,51699984
2008,College Road Trip,51549674
2008,Meet Dave,51339567
2008,Defiance,51262751
2008,The Women,50007546
2008,Drillbit Taylor,49944325
2008,CJ7,49529913
2008,The Hurt Locker,49230772
2008,Shutter,48555306
2008,Pokémon: Giratina and the Sky Warrior,47511422
2008,One Missed Call,45847751
2008,If You Are the One,45521453
2008,The Wrestler,44734660
2008,Lakeview Terrace,44655002
2008,The Sisterhood of the Traveling Pants 2,44352417
2008,The Good the Bad the Weird,44261209
2008,Semi-Pro,44004502
2008,"Welcome Home, Roscoe Jenkins",43655418
2008,Harold & Kumar Escape from Guantanamo Bay,43495888
2008,The Duchess,43343384
2008,Zack and Miri Make a Porno,42782463
2008,Bangkok Dangerous,42487390
2008,Meet the Browns,41975388
2008,Scandal Makers,41745790
2008,Fly Me to the Moon 3D,41721414
2008,Never Back Down,41627431
2008,My Best Friend's Girl,41624687
2008,Escape Captivity: The Movie,41550983
2008,Quarantine,41319906
2008,Leatherheads,41319039
2008,The Love Guru,40877556
2008,The Boy in the Striped Pajamas,40416563
2008,The Secret Life of Bees,39952437
2008,The Spirit,39164441
2008,Admiral,39143985
2008,First Sunday,38810311
2008,Ghajini,38316584
2008,20th Century Boys 1: Beginning of the End,38231562
2008,Painted Skin,37579689
2008,The Family That Preys,37105289
2008,Natale a Rio,36702844
2008,The Chaser,36467587
2008,The Magic Hour,36023586
2008,Death Note: L Change the World,35319632
2008,Gomorrah,34861529
2008,Disaster Movie,34816824
2008,Nick and Norah's Infinite Playlist,33556631
2008,Fireproof,33473297
2008,In Bruges,33394440
2008,Che: Part One,33266274
2008,Last Chance Harvey,32566966
2008,The Wave,32350637
2008,Doraemon the Movie: Nobita and the Green Giant Legend,31684949
2008,Pride and Glory,31200557
2008,Igor,30893885
2008,Be Kind Rewind,30579406
2008,The Best Movie,30525503
2008,Mesrine: Killer Instinct,30503743
2008,Rab Ne Bana Di Jodi,29914469
2008,W.,29560587
2008,The Class,29303505
2008,Singh Is King,29169677
2008,Recep Ivedik,28548025
2008,Appaloosa,27712362
2008,Traitor,27674464
2008,Frost/Nixon,27426335
2008,Forever the Moment,27259300
2008,Public Enemy 3,27226420
2008,Ghost Town,27090159
2008,The Baader Meinhof Complex,26937355
2008,Jodhaa Akbar,26890354
2008,Mad Money,26412163
2008,RocknRolla,25742207
2008,I'm a Cat Stalker,25221446
2008,Race,24503269
2008,Detroit Metal City,23744571
2008,Disco,23524551
2008,Paris,23328518
2008,Under the Same Moon,23313049
2008,"Sorry, If I Love You",23249815
2008,Detective Conan: Full Score of Fear,22996756
2008,Kung Fu Dunk,22945567
2008,The Merry Widow,22872698
2008,The Ruins,22818256
2008,U2 3D,22730842
2008,The Accidental Husband,22707064
2008,Paco and the Magical Book,22679633
2008,Doomsday,22472631
2008,I've Loved You So Long,22272176
2008,A.R.O.G,22212369
2008,Ip Man,22108789
2008,Wild Child,21972336
2008,"Grande, grosso e... Verdone",21860130
2008,The Flight Before Christmas,21822495
2008,Over Her Dead Body,21458111
2008,K-20: The Fiend with Twenty Faces,21443265
2008,Three Kingdoms,21159916
2008,The Divine Weapon,19991573
2008,Jaane Tu... Ya Jaane Na,19852786
2008,Blindness,19844979
2008,Il cosmo sul comò,19494191
2008,Lyubov 2 Morkov,19171562
2008,How to Lose Friends & Alienate People,19152009
2009,Avatar,2743577587
2009,Harry Potter and the Half-Blood Prince,933959197
2009,Ice Age: Dawn of the Dinosaurs,886686817
2009,Transformers: Revenge of the Fallen,836303693
2009,2012,769679473
2009,Up,735099082
2009,The Twilight Saga: New Moon,709827462
2009,Sherlock Holmes,524028679
2009,Angels & Demons,485930816
2009,The Hangover,468812793
2009,Alvin and the Chipmunks: The Squeakquel,443140005
2009,Night at the Museum: Battle of the Smithsonian,413106170
2009,Star Trek,385680446
2009,Monsters vs. Aliens,381509870
2009,X-Men Origins: Wolverine,373062864
2009,Terminator Salvation,371353001
2009,Fast & Furious,360364265
2009,Prince of Persia: The Sands of Time,336365676
2009,A Christmas Carol,325286646
2009,Inglourious Basterds,321455689
2009,The Proposal,317375031
2009,The Blind Side,309208309
2009,G.I. Joe: The Rise of Cobra,302469017
2009,G-Force,292817841
2009,This Is It,267983588
2009,The Princess and the Frog,267045765
2009,Cloudy with a Chance of Meatballs,243006126
2009,It's Complicated,219103655
2009,Public Enemies,214104620
2009,District 9,210888950
2009,The Ugly Truth,205298907
2009,Paranormal Activity,193355800
2009,The Final Destination,186167139
2009,Watchmen,185382813
2009,Paul Blart: Mall Cop,183348429
2009,He's Just Not That Into You,178866158
2009,Couples Retreat,171844840
2009,Up in the Air,166842739
2009,Hannah Montana: The Movie,155545279
2009,The Taking of Pelham 123,150166126
2009,Brüno,138805831
2009,17 Again,136316880
2009,Julie & Julia,129540522
2009,The Fighter,129190869
2009,Law Abiding Citizen,127944208
2009,Coraline,124596837
2009,Surrogates,122444772
2009,Invictus,122233971
2009,Red Cliff II,120432178
2009,Hotel for Dogs,117252578
2009,Bride Wars,115375850
2009,Confessions of a Shopaholic,108394089
2009,Race to Witch Mountain,106387141
2009,Planet 51,105647102
2009,The Girl with the Dragon Tattoo,104414200
2009,Zombieland,102392080
2009,Ghosts of Girlfriends Past,102366815
2009,The Time Traveler's Wife,101344412
2009,My Bloody Valentine,100734718
2009,Where the Wild Things Are,100140096
2009,Old Dogs,96753696
2009,My Sister's Keeper,95714875
2009,Green Zone,94882549
2009,The Lovely Bones,93621340
2009,Underworld: Rise of the Lycans,92158961
2009,"I Love You, Man",91980359
2009,Friday the 13th,91509154
2009,Drag Me to Hell,90842646
2009,Madea Goes to Jail,90508336
2009,Rookies the Movie: Graduation,88055243
2009,State of Play,87812371
2009,Did You Hear About the Morgans?,85280250
2009,Duplicity,78176181
2009,Orphan,77912251
2009,The Haunting in Connecticut,77536359
2009,Fame,77211836
2009,The Unborn,76514050
2009,The Pink Panther 2,76025134
2009,Obsessed,73830347
2009,Funny People,71585235
2009,Tidal Wave,71283278
2009,The Men Who Stare at Goats,69095771
2009,Land of the Lost,68777554
2009,Saw VI,68234154
2009,The Girl Who Played with Fire,67153225
2009,Precious,63649529
2009,Little Nicholas,62792067
2009,Year One,62357900
2009,The Imaginarium of Doctor Parnassus,61808775
2009,Ninja Assassin,61601280
2009,500 Days of Summer,60722734
2009,3 Idiots,60262836
